ID_TRANSMISION,FECHA,NOMBRE_COMPLETO,IDIOMA,PATROCINADO,RANGO,MODOS_JUEGOS,GENEROS_JUEGOS,CATEGORIAS_JUEGOS,JUEGOS,TIEMPO_TRANSMISION,ESPECTADORES_PROMEDIO,TIEMPO_VISTA,VISTAS_GANADAS,SEGUIDORES
ID_TRANS_000306,2022-10-06,GaRgoNiT,Russian,Con Patrocinador,Aficionado,Multijugador en Línea,Estrategia,MOBA,Dota 2,69270,198,14981535,710025,20464
ID_TRANS_000307,2022-10-06,Prefoxfox,English,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,World of Warcraft,133080,255,38614050,892067,16491
ID_TRANS_000308,2022-10-06,Peek_LATAM,Spanish,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,118560,254,28367475,1417031,90040
ID_TRANS_000314,2022-10-07,TheFabo,German,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,103065,264,28762380,906298,111357
ID_TRANS_000313,2022-10-07,KyleBosman,English,Con Patrocinador,Aficionado,Un jugador,RPG,RPG,Final Fantasy IX,25470,449,11440515,145658,11571
ID_TRANS_000312,2022-10-07,wolvesatmydoor,English,Con Patrocinador,Novato,Un jugador,Otros,Roguelike,The Binding of Isaac: Afterbirth,85800,135,11798955,200572,45645
ID_TRANS_000309,2022-10-07,100attacktv,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Garena Free Fire,136425,840,107061105,20005520,175107
ID_TRANS_000310,2022-10-07,inpzera,Portuguese,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,72615,211,16692615,422943,29957
ID_TRANS_000311,2022-10-07,Senz,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Tom Clancy,99645,79,10149675,140697,29266
ID_TRANS_000320,2022-10-08,bmg_lefti,German,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,78765,201,16050555,250387,22251
ID_TRANS_000322,2022-10-08,RTGameCrowd,English,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,42045,4474,191679270,4486249,901974
ID_TRANS_000321,2022-10-08,RealKraftyy,English,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Acción,Disparos/FPS,Destiny 2,82365,1145,98375850,3498866,709811
ID_TRANS_000319,2022-10-08,bautiagnone,Spanish,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,30975,621,18575385,435640,142272
ID_TRANS_000318,2022-10-08,TheOnlyRyann,English,Con Patrocinador,Aficionado,Un jugador,RPG,RPG,Final Fantasy VII Remake,107610,177,19363215,940712,20708
ID_TRANS_000317,2022-10-08,Atlas,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,69195,129,9468300,160674,33691
ID_TRANS_000316,2022-10-08,velox,Italian,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,96990,1555,170726910,2393936,278527
ID_TRANS_000315,2022-10-08,indian0ch,Russian,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,40530,428,12405645,885878,53491
ID_TRANS_000333,2022-10-09,itmeJP,English,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,138705,2015,286504665,8380306,369224
ID_TRANS_000332,2022-10-09,chrismelberger,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Fortnite,109770,302,34306905,724750,70272
ID_TRANS_000331,2022-10-09,이클리피아 (eclipia),Korean,Con Patrocinador,Novato,Un jugador,RPG,RPG,Dark Souls III,101295,396,41581890,1551575,27540
ID_TRANS_000330,2022-10-09,Rallied,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Call of Duty: Black Ops 4,114630,381,47507100,562284,134923
ID_TRANS_000329,2022-10-09,Luxthos,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,157035,498,77789130,2722597,42717
ID_TRANS_000328,2022-10-09,DegenTP,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,RPG,War of the Visions: Final Fantasy Brave Exvius,148125,90,13772340,173560,41391
ID_TRANS_000327,2022-10-09,EdgarAlanBroLIVE,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Survival Horror,Dead by Daylight,95700,617,62464020,972022,46739
ID_TRANS_000326,2022-10-09,DailyDasher,English,Con Patrocinador,Aficionado,Transmisión en Vivo,Variado,Variado,Just Chatting,99105,216,21696780,385198,12203
ID_TRANS_000325,2022-10-09,highrollersdnd,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",RPG,Juegos de Rol (RPG),Dungeons & Dragons,17865,725,12516270,246323,31429
ID_TRANS_000324,2022-10-09,FifaTeca66,Portuguese,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,103470,154,17047590,311793,40811
ID_TRANS_000323,2022-10-09,deviiiiiiiiii,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Apex Legends,41370,196,9173295,194537,35236
ID_TRANS_000341,2022-10-10,headlinermusicclub,English,Con Patrocinador,Aficionado,Interactivo,Música,Música,Music,4650,2661,24308280,6112751,13663
ID_TRANS_000340,2022-10-10,Mosballin,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Deporte,Deportes,NBA 2K20,43110,184,9133905,122662,31013
ID_TRANS_000339,2022-10-10,Dcarter,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,93255,156,18283950,2253341,42975
ID_TRANS_000338,2022-10-10,SmiteGame,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,SMITE,358965,2235,824865915,11762152,549218
ID_TRANS_000335,2022-10-10,ESL_CSGO_FR,French,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,70455,2448,156837975,4981756,199617
ID_TRANS_000336,2022-10-10,DletGamer,Portuguese,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,17805,1166,18691335,403728,107471
ID_TRANS_000334,2022-10-10,NoxiousLive,English,Con Patrocinador,Experto,Multijugador en Línea,Cartas,Juegos de Cartas,Magic: The Gathering,49005,903,44440755,840632,192656
ID_TRANS_000337,2022-10-10,hashinshin,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,154275,2476,410463735,9056504,570621
ID_TRANS_000342,2022-10-11,hastad,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,119235,2126,263217750,8192763,909903
ID_TRANS_000343,2022-10-11,skinnedteen,English,Con Patrocinador,Novato,Multijugador en Línea,Aventura,Aventura/Sandbox,Sea of Thieves,104340,305,33094620,1194469,53341
ID_TRANS_000344,2022-10-11,Iti63,French,Con Patrocinador,Aficionado,Interactivo,Otros,Arte,Art,215100,76,17061315,215235,7397
ID_TRANS_000345,2022-10-11,VitaPvPey,French,Sin Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Fortnite,79155,334,27435255,501764,81005
ID_TRANS_000346,2022-10-11,PrivatePinguin,German,Con Patrocinador,Aficionado,Multijugador en Línea,Simulación,Simulación/Gestión,World of Warships,105030,436,50488515,4161804,20531
ID_TRANS_000353,2022-10-12,김나성 (naseongkim),Korean,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,227160,1768,406441560,9771026,108483
ID_TRANS_000355,2022-10-12,Tocata,Spanish,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Fortnite,84780,708,63192225,1650978,297497
ID_TRANS_000354,2022-10-12,realBamBam,English,Con Patrocinador,Aficionado,Multijugador en Línea,Estrategia,MOBA,League of Legends,74535,281,21368895,283880,24311
ID_TRANS_000352,2022-10-12,KayPikeFashion,English,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,23340,477,12563760,1482575,163202
ID_TRANS_000351,2022-10-12,나초__ (nannanacho),Korean,Sin Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,MapleStory,110940,374,41496705,725447,21368
ID_TRANS_000350,2022-10-12,gymnast86,English,Con Patrocinador,Novato,Un jugador,Aventura,Acción/Aventura,The Legend of Zelda: Twilight Princess HD,54540,438,24121440,326317,52437
ID_TRANS_000349,2022-10-12,Plag1atiwe,Russian,Sin Patrocinador,Novato,Multijugador en Línea,Cartas,Juegos de Cartas,Hearthstone,36975,215,9333150,320542,34015
ID_TRANS_000348,2022-10-12,simonhoneydew,English,Con Patrocinador,Novato,"Un jugador, Multijugador Local, en Línea",Aventura,Aventura/Sandbox,Animal Crossing: New Horizons,37095,739,28348500,412543,46381
ID_TRANS_000347,2022-10-12,followKudes,Russian,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,Dota 2,113520,801,95829285,4029112,259657
ID_TRANS_000366,2022-10-13,KVYZEE,Russian,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,Dota 2,157620,861,147121485,6375984,123783
ID_TRANS_000365,2022-10-13,CaspeRRRTV,Russian,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,Dota 2,54945,344,19573545,755941,42179
ID_TRANS_000364,2022-10-13,Rekkles,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,4770,9678,49441890,1776945,657073
ID_TRANS_000363,2022-10-13,WolfMachina,English,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,121905,89,11340510,303431,11518
ID_TRANS_000362,2022-10-13,EasilyyR6,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Tom Clancy,59955,288,19522140,425993,56117
ID_TRANS_000367,2022-10-13,GoodGuyGarry,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,24825,490,13357650,223735,254910
ID_TRANS_000360,2022-10-13,nukkular_reaction,English,Con Patrocinador,Aficionado,Un jugador,Aventura,Acción/Aventura,The Legend of Zelda: Ocarina of Time,92880,87,8894070,125596,3709
ID_TRANS_000359,2022-10-13,BigfloEtOliLive,French,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,3540,3575,12709050,1036930,132108
ID_TRANS_000358,2022-10-13,Naded,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Halo: The Master Chief Collection,96510,346,39012720,1729528,105783
ID_TRANS_000357,2022-10-13,STYLERZ,German,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,58635,282,18158025,256713,28270
ID_TRANS_000356,2022-10-13,마린22 (marin000),Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,58425,613,38430150,1444405,90875
ID_TRANS_000361,2022-10-13,BlueandQueenie,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,107175,154,17092875,1942081,56708
ID_TRANS_000371,2022-10-14,VALECHOBERK,German,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,120195,810,102956850,4632883,41253
ID_TRANS_000370,2022-10-14,ForgottenProject,English,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,League of Legends,52860,250,14696760,429819,41216
ID_TRANS_000372,2022-10-14,Terracid,French,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,28380,2793,83474790,2406709,513436
ID_TRANS_000368,2022-10-14,Carola,Spanish,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,43680,620,27935115,849631,43072
ID_TRANS_000369,2022-10-14,KuruHS,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Otros,Carreras,Need for Speed: Heat,132495,549,74353770,1982762,113468
ID_TRANS_000373,2022-10-15,ZetoxXD,English,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,World of Warcraft,99690,125,15581205,365111,8665
ID_TRANS_000374,2022-10-15,HitMediaRU,Russian,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,62205,331,21980685,1996721,40033
ID_TRANS_000375,2022-10-15,JaSantaolalla,Spanish,Con Patrocinador,Avanzado,Transmisión en Vivo,Otros,Ciencia y Tecnología,Science & Technology,10245,862,11605920,503570,95719
ID_TRANS_000376,2022-10-15,Movistar_Riders,Spanish,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,League of Legends,50295,140,10109805,677669,43531
ID_TRANS_000377,2022-10-15,Klean,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,176775,2961,580528710,8440360,286495
ID_TRANS_000378,2022-10-15,Alchemy,English,Con Patrocinador,Aficionado,Transmisión en Vivo,Variado,Variado,Just Chatting,71040,222,16238805,300022,18519
ID_TRANS_000385,2022-10-16,Friskk,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Survival Horror,Dead by Daylight,83265,154,12758595,961164,34429
ID_TRANS_000387,2022-10-16,RainyCreates,Portuguese,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Fortnite,38100,227,10589100,365067,82979
ID_TRANS_000386,2022-10-16,AIMLUL,Russian,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,118440,944,117139350,2415247,56163
ID_TRANS_000388,2022-10-16,GustavoZenhei,Portuguese,Sin Patrocinador,Aficionado,Multijugador en Línea,Estrategia,MOBA,League of Legends,149520,57,8846820,134644,6200
ID_TRANS_000384,2022-10-16,TwitchGaming,English,Con Patrocinador,Experto,Eventos Especiales,Otros,Eventos Especiales,Summer Game Fest,6810,14202,103806315,22651541,223093
ID_TRANS_000381,2022-10-16,zanuda,Russian,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,45645,873,41163975,3545249,157400
ID_TRANS_000382,2022-10-16,ubah,Russian,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,PLAYERUNKNOWN,15870,1138,19526145,1021968,111989
ID_TRANS_000380,2022-10-16,Coestar,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,98445,212,21259590,302140,64370
ID_TRANS_000379,2022-10-16,GuhRL,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Apex Legends,155475,175,27761550,826162,49580
ID_TRANS_000383,2022-10-16,Sanchovies,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,147855,1567,237937860,4984070,180939
ID_TRANS_000389,2022-10-17,nookyyy,German,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,153930,657,135384690,2440628,206518
ID_TRANS_000390,2022-10-17,Suto,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,107820,411,45089115,544494,141411
ID_TRANS_000391,2022-10-17,s0upes,English,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,78975,217,19951275,208630,13116
ID_TRANS_000392,2022-10-17,DnellTv,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Deporte,Deportes,NBA 2K20,73590,640,52156395,551955,91988
ID_TRANS_000393,2022-10-17,샤를캣 (tifmf24),Korean,Con Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,64200,285,17955315,914262,51142
ID_TRANS_000394,2022-10-17,YAR_ki,Russian,Con Patrocinador,Novato,Un jugador,Estrategia,Estrategia por Turnos (TBS),Heroes of Might and Magic III: The Shadow of Death,167910,469,83436255,5036046,26859
ID_TRANS_000395,2022-10-17,ketrik_,English,Sin Patrocinador,Aficionado,Variado,Variado,Variado,Unlisted on Twitch,14175,824,14713500,1409010,5238
ID_TRANS_000396,2022-10-17,SdeSergi0,Spanish,Sin Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,18465,3973,73556235,2647117,343828
ID_TRANS_000397,2022-10-17,LCK,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,36885,38446,1417760370,30585704,979389
ID_TRANS_000398,2022-10-17,Lege,French,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Desconocido,Estrategia,Sid Meier,112860,508,58380135,1896638,50107
ID_TRANS_000404,2022-10-18,KRASHED,English,Con Patrocinador,Aficionado,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,118560,111,15658245,246396,19530
ID_TRANS_000403,2022-10-18,Bladecito,Spanish,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,103725,360,39855060,4436541,107831
ID_TRANS_000402,2022-10-18,Welyn,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,45690,1526,70060470,2080419,507819
ID_TRANS_000400,2022-10-18,Brawlhalla,English,Con Patrocinador,Experto,Multijugador en Línea,Otros,Lucha,Brawlhalla,31095,6156,330910035,4547332,697847
ID_TRANS_000399,2022-10-18,ScokSC2,French,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,123915,188,23615295,1951134,66543
ID_TRANS_000401,2022-10-18,JulietteArz,French,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,85110,1079,112946400,3174971,213753
ID_TRANS_000411,2022-10-19,KalathrasLolweapon,Spanish,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,76485,1213,94255110,4831506,116424
ID_TRANS_000405,2022-10-19,Minaegi_TV,Korean,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,World of Warcraft,165660,239,46195305,1082717,7003
ID_TRANS_000406,2022-10-19,BersGamer,Spanish,Con Patrocinador,Experto,Multijugador en Línea,Acción,Survival Horror,Dead by Daylight,33210,266,8922540,328302,168985
ID_TRANS_000407,2022-10-19,TexasWildLife,English,Sin Patrocinador,Aficionado,Transmisión en Vivo,Otros,Viajes y Exteriores,Travel & Outdoors,463470,39,18638085,75652,8540
ID_TRANS_000408,2022-10-19,JASONR,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,192450,974,193223445,5947015,774310
ID_TRANS_000409,2022-10-19,Amaz,English,Con Patrocinador,Experto,Multijugador en Línea,Cartas,Juegos de Cartas,Hearthstone,80280,2568,207573810,3739021,908885
ID_TRANS_000410,2022-10-19,Artosis,English,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),StarCraft,63210,967,63825360,1038916,100000
ID_TRANS_000412,2022-10-19,Nico,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador Local, en Línea",Aventura,Aventura/Sandbox,Animal Crossing: New Horizons,114765,132,15522030,382842,80901
ID_TRANS_000413,2022-10-19,TheDevilDogGamer,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,76860,763,122155155,851138,230892
ID_TRANS_000414,2022-10-19,D3stri,Spanish,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Fortnite,85425,893,77847315,2623687,374040
ID_TRANS_000415,2022-10-19,Jankos,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,41385,6213,266091525,8950818,592558
ID_TRANS_000423,2022-10-20,keiozin,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,64515,1851,123143400,4289423,236991
ID_TRANS_000422,2022-10-20,Shurjoka,German,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,118770,576,72026640,4421544,99198
ID_TRANS_000425,2022-10-20,ImMadness,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Apex Legends,118605,203,27396285,723887,53944
ID_TRANS_000424,2022-10-20,shroud,English,Con Patrocinador,Experto,Multijugador en Línea,Aventura,Aventura/Sandbox,DayZ,29385,33016,938602095,31271621,8341579
ID_TRANS_000421,2022-10-20,Naghz,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Apex Legends,125835,158,22747560,327085,30983
ID_TRANS_000416,2022-10-20,가재맨입니다 (subsub1006),Korean,Sin Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,League of Legends,40110,416,16808670,395948,28727
ID_TRANS_000419,2022-10-20,pokanoname,Russian,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,66420,555,36559620,2995782,99519
ID_TRANS_000418,2022-10-20,Quill18,English,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Desconocido,Estrategia,Hearts of Iron IV,31815,1051,35792475,896252,194711
ID_TRANS_000417,2022-10-20,akaStinger,Russian,Con Patrocinador,Aficionado,Un jugador,Estrategia,Estrategia por Turnos (TBS),Heroes of Might and Magic III: The Shadow of Death,132105,344,45059505,1490420,21260
ID_TRANS_000420,2022-10-20,arcticlaser,English,Sin Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Fortnite,51240,154,17266770,210380,133193
ID_TRANS_000434,2022-10-21,Agony,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,52815,631,32668125,495766,426564
ID_TRANS_000433,2022-10-21,kev1nTV,German,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,126210,775,98739600,2536242,226121
ID_TRANS_000432,2022-10-21,TSM_TheOddOne,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),Warcraft III,189480,906,181042440,5761634,859433
ID_TRANS_000431,2022-10-21,ThePowerOfEvil,English,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,19770,536,11660145,288635,98093
ID_TRANS_000435,2022-10-21,Andy_Oasis,Spanish,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,52125,525,27804015,393636,44570
ID_TRANS_000429,2022-10-21,PaymoneyWubby,English,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,31785,5945,189845115,2940864,332406
ID_TRANS_000428,2022-10-21,ster,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Paladins,45000,788,37562805,617745,307359
ID_TRANS_000427,2022-10-21,JoeNeverFails,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,Black Desert Online,87420,249,22439370,609450,51566
ID_TRANS_000426,2022-10-21,Zulp,English,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,World of Warcraft,76590,239,18910020,609902,17252
ID_TRANS_000430,2022-10-21,Tonton,French,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,134010,1477,201158370,6070816,169971
ID_TRANS_000443,2022-10-22,SolaryEvent,French,Con Patrocinador,Avanzado,"Multijugador Local, en Línea",Otros,Lucha,Super Smash Bros. Ultimate,38490,463,17859525,507051,65991
ID_TRANS_000442,2022-10-22,uccstudio,Russian,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,Dota 2,45225,971,30724005,2364492,82444
ID_TRANS_000441,2022-10-22,baky_baky,English,Sin Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,20115,581,11841075,4500021,4592
ID_TRANS_000440,2022-10-22,이니_게임방송 (inelism),Korean,Sin Patrocinador,Aficionado,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),Warcraft III,158910,59,9364215,136943,1726
ID_TRANS_000439,2022-10-22,DroiidFr0xy,Spanish,Con Patrocinador,Aficionado,Multijugador en Línea,Acción,Battle Royale,Garena Free Fire,135675,66,10306170,2924244,23055
ID_TRANS_000437,2022-10-22,crrr,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Fortnite,6150,1996,11441265,574118,172846
ID_TRANS_000436,2022-10-22,에렌디라 (erenjjing),Korean,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,84240,999,84356235,3550325,294862
ID_TRANS_000438,2022-10-22,Rubius,Spanish,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,63285,49771,3278317200,74460362,6579492
ID_TRANS_000453,2022-10-23,YoDa,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,144000,12984,1819771545,41453195,1862396
ID_TRANS_000452,2022-10-23,leveluplive,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Survival Horror,Resident Evil: Resistance,82020,290,25197810,1293069,191148
ID_TRANS_000451,2022-10-23,콩비니_ (waterhyacinth_),Korean,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,29565,813,22249065,426708,26623
ID_TRANS_000450,2022-10-23,TigressX,English,Sin Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,50970,482,27704130,124971,41651
ID_TRANS_000449,2022-10-23,DadoschYT,German,Sin Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Desconocido,Juegos de Azar,Slots,48840,212,10338510,239871,11686
ID_TRANS_000447,2022-10-23,LoGiiYT,Spanish,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,78990,221,18024375,775140,102365
ID_TRANS_000446,2022-10-23,earliboy,German,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,111375,643,80462430,2219702,201779
ID_TRANS_000445,2022-10-23,sawggofficial,Portuguese,Sin Patrocinador,Aficionado,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,6615,1315,9618255,418748,18455
ID_TRANS_000444,2022-10-23,JugandorCriticonOficial,Spanish,Con Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,40170,469,20742825,584546,29106
ID_TRANS_000448,2022-10-23,Slushpuppy,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Escape From Tarkov,153900,1612,318435735,5399523,124792
ID_TRANS_000463,2022-10-24,RaevenCCA,Spanish,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,105600,148,16246350,641040,41019
ID_TRANS_000462,2022-10-24,BehindTheRhyme,English,Con Patrocinador,Aficionado,Interactivo,Música,Música,Music,13605,2277,24022200,7353508,24713
ID_TRANS_000461,2022-10-24,Cookiemanman,English,Con Patrocinador,Aficionado,Multijugador en Línea,Estrategia,MOBA,League of Legends,73875,121,10210755,244988,15167
ID_TRANS_000460,2022-10-24,Fareeha,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Overwatch,117930,410,51169200,1257793,111919
ID_TRANS_000459,2022-10-24,Neytiri,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,56310,315,20261640,666681,68228
